Id_day;Period;BE;DE;FR;NL;RAM_0;Row
1;4;-0.0029;-0.06803;-0.05788;0.00894;281.2181;96
1;4;-0.00598;-0.07876;-0.03442;0.15536;616.7876;131
1;4;-1;0;0;0;4500;230
1;4;-0.07924;-0.08569;-0.19919;0;336.8637;249
1;4;0;0;1;0;4001;253
1;4;-0.11607;-0.26059;-0.18423;-0.39462;832.1881;291
1;4;0.03305;-0.04666;-0.06647;-0.01779;272.2051;324
1;4;-0.11163;-0.29816;-0.18499;-0.44413;954.4119;345
1;4;-0.12107;-0.25359;-0.17303;-0.38893;786.5418;356
1;4;0.09154;0.15767;0.14433;0.20246;341.9067;388
1;4;-0.10771;-0.23638;-0.14967;-0.37498;807.422;394
1;4;-0.10105;-0.26382;-0.16245;-0.40919;895.2499;408
1;4;-0.07957;-0.07918;-0.20082;0;336.6214;498
1;4;0.00964;0.17911;0.08791;-0.07516;947.6529;524
1;4;0.00777;0.26759;0.16514;0.02519;1013.448;530
1;4;-0.06073;-0.08099;-0.20472;0;337.1327;548
1;4;-0.05241;-0.0821;-0.20636;0;336.833;574
1;4;-0.04668;-0.08619;-0.20662;0;336.7287;611
1;5;0;0;1;0;4001;26
1;5;-0.11163;-0.29816;-0.18566;-0.43627;1028.2897;37
1;5;0.00964;0.17911;0.08827;-0.07461;945.5044;40
1;5;-0.11607;-0.26059;-0.18466;-0.3862;903.9147;168
1;5;-0.03972;-0.07798;-0.20469;0;328.9454;169
1;5;-0.0029;-0.06803;-0.05808;0.00814;251.4341;195
1;5;-1;0;0;0;4500;283
1;5;-0.09498;-0.07285;-0.19321;0;329.3305;308
1;5;0;0;0;-1;4250;335
1;5;-0.04019;-0.07789;-0.20461;0;328.9697;343
1;5;-0.03058;-0.08593;-0.20474;0;328.7989;379
1;5;0.03305;-0.04666;-0.06668;-0.01834;288.3536;407
1;5;0;-1;0;0;4400;425
1;5;0.00598;0.07876;0.03454;-0.16538;997.9178;446
1;5;-0.02323;0.23925;0.11743;0.27208;900.1359;460
1;5;-0.09639;-0.08494;-0.18972;0;329.0662;490
1;5;0.00777;0.26759;0.1659;0.03041;1058.0386;502
1;5;-0.10771;-0.23638;-0.15021;-0.36647;885.1243;516
1;5;-0.00598;-0.07876;-0.03454;0.16538;714.0822;520
1;5;0.09154;0.15767;0.14433;0.19927;320.768;529
1;5;-0.10105;-0.26382;-0.16305;-0.40085;970.9981;559
1;5;-0.05788;-0.07534;-0.20117;0;328.6582;570
1;5;-0.03305;0.04666;0.06668;0.01834;469.6464;590
1;6;-0.05999;-0.07507;-0.2026;0;331.7311;6
1;6;-0.15179;0.01764;-0.07282;-0.23658;936.6394;11
1;6;-0.0643;0.00183;-0.01149;0.04514;326.3063;17
1;6;-0.08313;-0.00341;0.01691;-0.0322;453.7733;18
1;6;0.08313;0.00341;-0.01691;0.0322;303.2267;34
1;6;-0.02359;-0.0897;-0.20723;0;331.781;60
1;6;-0.11155;-0.08866;-0.18708;0;332.0618;88
1;6;0;0;1;0;4001;93
1;6;0.07059;-0.00222;0.04194;0.23282;635.5392;140
1;6;0.09444;0.02931;0.03915;0.10648;222.1641;146
1;6;-0.03301;-0.07855;-0.20796;0;331.7915;151
1;6;0.15;-0.01278;0.0874;-0.1545;980.2644;212
1;6;0.11781;-0.01086;0.07477;-0.14567;897.3987;296
1;6;-0.24666;0.01581;-0.10537;0.04736;901.4815;322
1;6;0.13486;-0.00967;0.06583;-0.13992;911.1675;359
1;6;-0.10977;-0.07184;-0.19189;0;331.6032;370
1;6;-0.24605;0.01375;-0.08699;-0.22916;971.5857;405
1;6;0;-1;0;0;4400;427
1;6;0;0;0;-1;4250;439
1;6;-0.03231;-0.07869;-0.20808;0;331.7537;484
1;6;0.17226;-0.01427;0.09756;-0.15688;1039.5047;510
1;6;-1;0;0;0;4500;521
1;6;0.10948;0.02966;0.1102;0.07444;397.9094;541
1;7;-0.12152;-0.06931;-0.18829;0;329.2863;59
1;7;-0.01763;-0.07952;-0.20974;0;328.5296;134
1;7;-0.02063;0.03964;-0.02908;0.04306;214.0766;167
1;7;0.17234;-0.01418;0.09654;-0.15684;1058.5182;207
1;7;0.10958;0.02962;0.1107;0.07429;350.9391;208
1;7;0;-1;0;0;4400;232
1;7;-0.24583;0.01573;-0.10369;0.047;925.5571;242
1;7;0;0;-1;0;3716;270
1;7;-1;0;0;0;4500;284
1;7;-0.12514;-0.09023;-0.18198;0;328.6379;285
1;7;-0.01489;-0.0913;-0.2073;0;329.349;290
1;7;-0.06447;0.00181;-0.01148;0.04519;327.2874;303
1;7;-0.01781;-0.06837;-0.18657;0;292.5401;323
1;7;0;0;1;0;4284;338
1;7;-0.25087;0.0147;-0.08832;-0.22831;853.6127;360
1;7;0.15016;-0.0127;0.08654;-0.1545;998.286;365
1;7;0;0;0;-1;4250;380
1;7;-0.08332;-0.00338;0.017;-0.03212;429.7598;398
1;7;-0.019;-0.07711;-0.21005;0;329.1803;409
1;7;-0.11075;0.00832;-0.05923;-0.13207;540.9053;461
1;7;-0.0532;-0.06424;-0.17943;0;292.6552;478
1;7;-0.05842;-0.09193;-0.19703;0;329.1789;512
1;7;0.1029;0.04243;0.10217;0.06152;263.8457;532
1;7;-0.14562;0.0164;-0.06883;-0.23692;943.3964;567
1;7;0.08332;0.00338;-0.017;0.03212;327.2402;576
1;7;0.06987;-0.00196;0.04127;0.2332;533.5068;586
1;7;0.13518;-0.0096;0.06531;-0.13997;927.1999;605
1;7;0.0946;0.03016;0.03859;0.10664;150.3504;612
1;8;-0.13157;0.02124;-0.06864;-0.19004;627.0456;12
1;8;-0.00155;-0.07839;-0.22435;0;343.8347;20
1;8;0;-1;0;0;4400;47
1;8;-0.13575;-0.06031;-0.17083;0;305.7163;71
1;8;0.06654;-0.00472;0.03909;0.23228;507.01;87
1;8;0.10952;0.03484;0.11408;0.06221;356.6101;95
1;8;-1;0;0;0;4500;110
1;8;0;0;1;0;4608;114
1;8;-0.00322;-0.0781;-0.22404;0;343.913;185
1;8;0.1454;-0.01835;0.08577;-0.16604;1175.8763;201
1;8;-0.24173;0.02309;-0.10378;0.05886;918.3421;225
1;8;0.002;-0.05487;-0.14987;0;233.1851;238
1;8;0;-0.07115;-0.19951;0;305.7895;245
1;8;-0.15282;-0.08891;-0.15939;0;305.9943;282
1;8;-0.086;-0.00595;0.01722;-0.03676;436.3187;297
1;8;-0.06334;0.00285;-0.01123;0.04767;272.8986;342
1;8;0.10045;-0.01232;0.05383;-0.34766;1889.5418;368
1;8;-0.10045;0.01232;-0.05383;0.34766;930.4582;376
1;8;-0.06253;-0.1018;-0.20408;0;343.514;393
1;8;-0.2321;0.01581;-0.09127;-0.22105;862.9522;420
1;8;0.02248;-0.00164;0.01317;0.13998;300.7626;450
1;8;0.00344;-0.07198;-0.1576;0;251.5654;458
1;8;0.16749;-0.02049;0.09589;-0.16933;1238.1868;495
1;8;0;-0.08922;-0.19478;0;305.9106;545
1;8;0.086;0.00595;-0.01722;0.03676;318.6813;549
1;8;-0.06487;-0.07062;-0.21168;0;343.9326;550
1;8;-0.15262;-0.0678;-0.19205;0;343.694;592
1;8;0.08537;0.03715;0.03002;0.10479;136.7372;608
1;9;-0.00884;-0.07192;-0.20007;0;309.5816;25
1;9;-0.23208;0.01579;-0.09075;-0.22532;828.0997;61
1;9;0.08606;0.00599;-0.01719;0.03728;362.5517;62
1;9;-0.24156;0.02317;-0.10314;0.05673;1054.9388;64
1;9;-0.13819;-0.07281;-0.19697;0;348.3413;91
1;9;-0.16527;-0.10175;-0.18312;0;347.5275;149
1;9;-0.10027;0.01244;-0.05346;0.36241;959.5081;205
1;9;0.11489;-0.04631;0.17985;0.01162;948.3589;210
1;9;0;-1;0;0;4400;246
1;9;0;0;1;0;4001;273
1;9;-0.0671;-0.07438;-0.21307;0;347.9174;289
1;9;-0.06331;0.00287;-0.01116;0.05;288.2749;310
1;9;-0.00371;-0.07538;-0.20035;0;309.6474;386
1;9;0.06636;-0.00485;0.03881;0.22036;482.1933;412
1;9;-0.01091;-0.10004;-0.2194;0;347.9892;414
1;9;-0.13139;0.02134;-0.06821;-0.19375;661.0743;431
1;9;0.16731;-0.02058;0.09526;-0.17526;1160.7636;437
1;9;-0.23342;0.01813;-0.08192;-0.23626;906.6853;480
1;9;-0.0076;-0.07219;-0.20028;0;309.5087;482
1;9;0.02242;-0.00168;0.01308;0.12875;276.7839;517
1;9;0.14524;-0.01843;0.0852;-0.17229;1108.5422;544
1;9;-0.08606;-0.00599;0.01719;-0.03728;391.4483;572
1;9;0.05266;0.01365;-0.04326;0.03396;208.5163;573
1;9;-0.06491;-0.10287;-0.20612;0;348.2251;609
1;10;-0.00744;-0.10173;-0.22074;0;349.5329;3
1;10;0;-0.0602;-0.16378;0;251.746;98
1;10;-0.1724;-0.10334;-0.18203;0;350.0982;113
1;10;0.02276;-0.00194;0.01341;0.12309;266.2419;135
1;10;-0.24152;0.02311;-0.10313;0.05623;1012.0576;136
1;10;0;-0.06342;-0.16294;0;251.8766;177
1;10;-0.06587;-0.10522;-0.20626;0;349.5906;180
1;10;-0.10166;0.01354;-0.05487;0.36808;974.2742;181
1;10;0.11442;-0.04594;0.17914;0.01235;1077.2617;192
1;10;-0.06344;0.00297;-0.01136;0.05079;288.0886;196
1;10;0.14561;-0.01872;0.08547;-0.17447;1155.0525;224
1;10;-0.06833;-0.07362;-0.21396;0;350.1226;251
1;10;-0.086;-0.00602;0.01735;-0.03752;389.505;281
1;10;0.05267;0.01364;-0.04252;0.0341;137.4758;314
1;10;0.0639;0.01258;-0.02551;0.03886;158.9044;316
1;10;0;-1;0;0;4400;334
1;10;-0.13227;0.02307;-0.06987;-0.19325;623.4064;353
1;10;0.00158;-0.06074;-0.16237;0;251.6002;369
1;10;0;0;1;0;4001;375
1;10;-0.23241;0.01433;-0.08903;-0.23234;781.6009;389
1;10;-0.00387;-0.07188;-0.2022;0;311.5924;395
1;10;-0.14768;-0.0715;-0.19609;0;349.695;430
1;10;0.06729;-0.00559;0.03977;0.21404;470.6999;459
1;10;0.10166;-0.01354;0.05487;-0.36808;1948.7258;531
1;10;-0.00227;-0.07215;-0.2025;0;311.5195;554
1;10;0.16767;-0.02086;0.09549;-0.17735;1213.2523;591
1;10;-0.23273;0.01611;-0.08029;-0.24134;839.5115;600
1;11;0.06386;0.01259;-0.02631;0.03864;136.9665;8
1;11;-0.14189;-0.06055;-0.17142;0;308.6515;9
1;11;-0.00604;-0.07195;-0.19997;0;308.5735;10
1;11;-0.06332;0.00287;-0.01119;0.05001;272.2722;15
1;11;0.1002;-0.01243;0.05327;-0.36257;2033.5378;33
1;11;-0.17634;-0.10301;-0.17936;0;347.1873;56
1;11;-0.17299;-0.10424;-0.17982;0;346.8552;97
1;11;0;-0.08328;-0.22545;0;346.5144;99
1;11;-0.08599;-0.00601;0.01729;-0.03725;411.4348;126
1;11;0.07815;0.01315;-0.06753;0.04771;208.6688;145
1;11;0.05262;0.01366;-0.0432;0.03394;136.5244;170
1;11;0.0224;-0.00168;0.01304;0.12871;276.7947;215
1;11;0.05929;0.01327;-0.04303;0.03697;146.601;244
1;11;0.0663;-0.00483;0.03868;0.22024;482.2311;298
1;11;-0.13131;0.02149;-0.068;-0.19351;538.05;313
1;11;0;-1;0;0;4400;329
1;11;0.00196;-0.074;-0.15782;0;251.02;413
1;11;-0.06729;-0.07281;-0.21257;0;347.3413;432
1;11;-0.24178;0.02325;-0.10295;0.05662;871.9901;444
1;11;0.16745;-0.02063;0.09489;-0.17523;1337.742;492
1;11;0.01567;-0.06321;-0.14961;0;250.9333;505
1;11;0;0;1;0;4001;506
1;11;0;-0.07482;-0.15918;0;250.7986;514
1;11;-0.05812;-0.10667;-0.20585;0;347.1991;552
1;11;-0.23465;0.01651;-0.09135;-0.22788;692.9853;566
1;11;-0.1273;0.02165;-0.06345;-0.1927;550.8745;583
1;11;-0.1002;0.01243;-0.05327;0.36257;961.4622;588
1;12;-0.00665;-0.07221;-0.20152;0;311.5033;38
1;12;-0.13228;0.02308;-0.06976;-0.19325;542.4091;50
1;12;0;-0.10169;-0.22253;0;349.5437;53
1;12;-0.17042;-0.1048;-0.18216;0;349.704;76
1;12;0;0;1;0;4001;92
1;12;0.06389;0.01258;-0.02645;0.03885;155.9071;100
1;12;0;-0.06058;-0.16376;0;251.6434;101
1;12;-0.05918;-0.10733;-0.20732;0;350.0209;144
1;12;0.05933;0.01326;-0.04333;0.03715;146.5497;157
1;12;0.14564;-0.01872;0.08539;-0.17443;1227.0417;179
1;12;0.06731;-0.00559;0.03973;0.21406;470.6945;193
1;12;-0.23246;0.01431;-0.08887;-0.23242;700.6171;199
1;12;-0.15606;-0.06963;-0.19469;0;350.1999;219
1;12;-0.10168;0.01354;-0.05481;0.36807;974.2769;220
1;12;-0.00334;-0.10349;-0.22129;0;350.0577;229
1;12;-0.08599;-0.00602;0.01722;-0.0375;389.4996;236
1;12;-0.06345;0.00297;-0.01132;0.05078;281.0913;272
1;12;-0.06831;-0.07358;-0.21403;0;350.1334;288
1;12;0.05266;0.01364;-0.04347;0.03409;138.4785;387
1;12;0.00907;-0.0608;-0.14311;0;233.584;416
1;12;0.1677;-0.02085;0.0954;-0.1773;1294.2415;447
1;12;-0.17506;-0.10369;-0.18137;0;350.0037;448
1;12;0;-1;0;0;4400;451
1;12;-0.00545;-0.08131;-0.2266;0;350.0463;455
1;12;0.02276;-0.00194;0.0134;0.12309;266.2419;481
1;12;-0.24156;0.0231;-0.10294;0.05617;917.0711;518
1;12;0.00205;-0.06056;-0.16212;0;251.6488;584
1;13;-0.23352;0.01814;-0.08204;-0.23637;732.7177;27
1;13;-0.05798;-0.1072;-0.20639;0;348.056;109
1;13;0;0;1;0;4001;137
1;13;-0.08593;-0.00582;0.01721;-0.03727;412.4915;148
1;13;-0.16134;-0.0681;-0.19262;0;347.613;150
1;13;-0.13146;0.02059;-0.06825;-0.19365;535.8448;152
1;13;-0.17134;-0.10446;-0.1808;0;347.7958;172
1;13;-0.23218;0.0155;-0.09085;-0.22545;684.0565;184
1;13;0.05263;0.01354;-0.0435;0.03398;138.4812;186
1;13;0;-0.0755;-0.15982;0;251.615;203
1;13;0.14536;-0.01803;0.0852;-0.17229;1268.6502;271
1;13;0.05932;0.01313;-0.04332;0.037;146.5551;276
1;13;-0.06343;0.00279;-0.01122;0.04999;277.256;295
1;13;0.06388;0.01244;-0.02629;0.03867;129.9179;332
1;13;0.02244;-0.00163;0.01308;0.12875;276.7974;347
1;13;0;-1;0;0;4400;358
1;13;-0.24171;0.02269;-0.10329;0.05671;854.8146;391
1;13;0.06642;-0.0047;0.03882;0.22034;482.2392;397
1;13;0.00229;-0.07453;-0.15823;0;251.8769;402
1;13;-0.17474;-0.10321;-0.18033;0;348.1333;404
1;13;0.16768;-0.02014;0.09528;-0.17524;1341.877;474
1;13;-0.10039;0.01206;-0.05348;0.36245;961.3947;501
1;13;-0.00612;-0.08129;-0.22521;0;348.0517;543
1;13;0;-0.06051;-0.16374;0;251.6623;569
1;13;-0.06713;-0.07328;-0.21314;0;348.2144;610
1;14;0;0;1;0;4001;16
1;14;0;-0.05624;-0.15193;0;233.8152;28
1;14;-0.13144;0.02057;-0.06819;-0.19523;553.266;51
1;14;0.05274;0.0136;-0.04334;0.03421;138.4353;73
1;14;0.16759;-0.02015;0.09518;-0.17723;1319.4116;94
1;14;-0.17526;-0.10423;-0.18123;0;349.8579;188
1;14;-0.08594;-0.00582;0.01716;-0.03749;392.5509;200
1;14;-0.23207;0.01553;-0.09071;-0.22815;684.7936;231
1;14;0.06642;-0.00469;0.0388;0.21442;468.8403;235
1;14;0.02245;-0.00163;0.01308;0.12325;266.2824;254
1;14;0.06397;0.01249;-0.0261;0.03895;129.8558;262
1;14;-0.06799;-0.07411;-0.21401;0;349.9903;268
1;14;0;-1;0;0;4400;294
1;14;-0.00143;-0.10446;-0.22152;0;349.7958;299
1;14;-0.15965;-0.06927;-0.19399;0;350.2971;385
1;14;-0.05884;-0.10821;-0.20722;0;349.7833;442
1;14;-0.00577;-0.08195;-0.2264;0;349.8735;463
1;14;-0.10038;0.01204;-0.05344;0.36732;971.0744;486
1;14;0;-0.07509;-0.16033;0;252.7257;497
1;14;-0.23336;0.01821;-0.0819;-0.23895;716.4332;535
1;14;-0.17187;-0.10549;-0.18169;0;349.5177;557
1;14;0.05941;0.01319;-0.04317;0.03726;146.5011;561
1;14;0.14529;-0.01804;0.08511;-0.17435;1250.2037;565
1;14;-0.06342;0.00279;-0.01121;0.05071;280.0616;593
1;14;-0.24161;0.02271;-0.10317;0.05633;879.9226;602
1;15;-0.15714;-0.06984;-0.19428;0;350.1432;54
1;15;-0.12819;0.02116;-0.06385;-0.1951;592.3902;69
1;15;0;-0.07787;-0.20148;0;311.9751;86
1;15;-0.16295;-0.10444;-0.18388;0;349.8012;104
1;15;-0.1748;-0.10416;-0.1812;0;349.8768;106
1;15;0.06395;0.01247;-0.02647;0.03893;129.8558;143
1;15;-0.23337;0.0182;-0.08166;-0.23896;722.4332;162
1;15;0.06644;-0.00467;0.03878;0.21445;468.8376;175
1;15;-0.24164;0.02268;-0.10297;0.0563;903.9226;204
1;15;-0.06799;-0.07412;-0.21385;0;349.9876;277
1;15;-0.23209;0.01551;-0.09049;-0.22817;695.7936;293
1;15;-0.05255;-0.09443;-0.18495;0;311.5039;300
1;15;0;-1;0;0;4400;307
1;15;-0.06343;0.00278;-0.01119;0.05071;281.0589;349
1;15;-0.00614;-0.08148;-0.22629;0;350.0004;390
1;15;-0.00416;-0.10297;-0.22113;0;350.1981;396
1;15;0.02245;-0.00162;0.01307;0.12325;266.2851;415
1;15;-0.13146;0.02054;-0.06813;-0.19526;575.266;428
1;15;0.16762;-0.02012;0.09504;-0.1772;1276.4116;440
1;15;-0.08594;-0.00581;0.01719;-0.03748;408.5509;454
1;15;-0.00581;-0.10354;-0.2206;0;350.0442;466
1;15;-0.1004;0.01202;-0.05339;0.36729;971.0771;467
1;15;0;-0.07213;-0.16096;0;252.5249;471
1;15;-0.00417;-0.08175;-0.22667;0;349.9275;494
1;15;0.14532;-0.01801;0.08498;-0.17432;1211.2037;539
1;15;0.05939;0.01317;-0.04335;0.03724;147.5011;564
1;15;0.07828;0.01299;-0.06841;0.0481;210.5203;577
1;15;0;0;1;0;4001;595
1;15;0.05272;0.01358;-0.04349;0.03419;138.4353;601
1;16;0.01697;-0.0574;-0.13663;0;231.502;1
1;16;0;-1;0;0;4400;14
1;16;0;-0.08271;-0.22402;0;344.6683;41
1;16;0.06397;0.01246;-0.02645;0.03846;129.98;57
1;16;0.06655;-0.00484;0.03887;0.22889;499.8929;82
1;16;-0.24146;0.02261;-0.10288;0.05699;878.7174;89
1;16;0.00294;-0.06797;-0.14515;0;231.6481;103
1;16;-0.23169;0.01473;-0.09;-0.22191;704.8928;147
1;16;0.0594;0.01316;-0.04328;0.03682;146.6118;154
1;16;-0.00597;-0.07146;-0.1986;0;306.7058;156
1;16;-0.23335;0.0179;-0.08145;-0.23283;727.6971;202
1;16;-0.1546;-0.09199;-0.15874;0;307.1627;221
1;16;-0.13149;0.02091;-0.06821;-0.19072;569.1401;266
1;16;-0.08598;-0.0058;0.01716;-0.03696;414.4132;280
1;16;0;-0.07475;-0.15898;0;250.8175;287
1;16;-0.06334;0.0028;-0.01118;0.04909;264.5017;302
1;16;0.02249;-0.00168;0.0131;0.13683;293.6023;371
1;16;-0.05057;-0.09411;-0.18233;0;306.5903;401
1;16;-0.13973;-0.06042;-0.17044;0;306.6866;406
1;16;-0.12848;0.0217;-0.0641;-0.19084;585.3858;433
1;16;-0.0587;-0.06417;-0.18827;0;306.6741;479
1;16;-0.15754;-0.09092;-0.15833;0;307.4516;522
1;16;0;0;1;0;4001;553
1;16;0.16743;-0.02016;0.09494;-0.1727;1351.1858;555
1;16;0.05274;0.01357;-0.04343;0.03385;137.5244;560
1;16;-0.10051;0.01229;-0.05349;0.35607;948.1794;606
1;17;0.02301;-0.05514;-0.13232;0;232.1122;19
1;17;0.096;0.31795;0.19094;0;794.8465;23
1;17;-1;0;0;0;4500;32
1;17;-0.02271;0.2765;0.11976;0;795.655;44
1;17;-0.06716;0.2329;0.11267;0;795.883;74
1;17;-0.00835;-0.07136;-0.19924;0;308.7328;102
1;17;0.0522;0.01347;-0.0443;0.03353;137.5838;115
1;17;-0.15409;-0.05696;-0.16917;0;308.6208;121
1;17;0;0.27921;0.18853;0;796.3867;138
1;17;0;-0.05597;-0.15061;0;231.8881;161
1;17;-0.09675;0.01692;-0.05409;-0.15183;427.5625;163
1;17;0.00949;-0.06625;-0.14028;0;232.1125;176
1;17;0.0975;0.31866;0.19064;0;795.0382;187
1;17;-0.06722;-0.07205;-0.21243;0;346.5465;197
1;17;0.06484;-0.00459;0.03796;0.21895;477.6442;209
1;17;0;-0.07561;-0.15869;0;250.5853;228
1;17;0.01944;0.2818;0.20525;0;795.086;234
1;17;-0.06333;0.00278;-0.01116;0.05002;259.2452;240
1;17;0;-1;0;0;4400;252
1;17;-0.17816;-0.1046;-0.17816;0;346.758;257
1;17;-0.09853;0.01198;-0.05247;0.364;959.9546;269
1;17;0.01025;-0.07155;-0.1515;0;250.6815;286
1;17;-0.24384;0.02263;-0.10418;0.0543;759.4491;304
1;17;0.06338;0.01239;-0.02742;0.03817;131.0394;305
1;17;0.16841;-0.02007;0.0956;-0.1742;1417.6151;309
1;17;0.0219;-0.00159;0.01279;0.1283;275.9297;318
1;17;-0.16029;-0.08541;-0.16029;0;308.9393;319
1;17;0;0.2936;0.13905;0;795.272;330
1;17;0.09788;0.3203;0.1857;0;795.481;340
1;17;0;0.29401;0.13924;0;796.3827;392
1;17;0;0;1;0;4001;426
1;17;0.07749;0.01291;-0.0691;0.04713;209.7606;477
1;17;0.10003;0.31987;0.19012;0;795.3649;485
1;17;-0.26528;0.02022;-0.097;-0.26451;795.8771;536
1;17;-0.05172;-0.09431;-0.18318;0;308.5363;540
1;18;-0.1036;0.01142;-0.05343;0.3475;938.2584;29
1;18;0;-0.05362;-0.14561;0;223.5226;45
1;18;0.17185;-0.01704;0.09442;-0.16445;1266.8007;67
1;18;-1;0;0;0;4500;80
1;18;-0.06331;-0.06849;-0.20409;0;331.5077;83
1;18;-0.14913;-0.06458;-0.18519;0;331.5634;85
1;18;-0.00084;-0.09682;-0.21118;0;331.8586;190
1;18;0;0;1;0;4001;211
1;18;-0.24649;0.0184;-0.1022;0.04642;892.4346;233
1;18;-0.05443;-0.09957;-0.19803;0;332.1161;261
1;18;0.14962;-0.01533;0.08459;-0.16229;1199.6792;279
1;18;0;-1;0;0;4400;328
1;18;-0.00411;-0.0756;-0.21597;0;331.588;344
1;18;-0.16121;-0.09636;-0.17407;0;331.9828;366
1;18;-0.15198;-0.09705;-0.17604;0;331.7965;373
1;18;0.07022;-0.00445;0.04093;0.21022;460.0391;403
1;18;-0.24626;0.01174;-0.08365;-0.24143;724.3559;418
1;18;-0.06432;0.00237;-0.01125;0.04784;289.7231;422
1;18;0.06165;0.01164;-0.02893;0.03592;154.4444;429
1;18;-0.00221;-0.07587;-0.21634;0;331.5151;443
1;18;-0.15159;0.02286;-0.07083;-0.24203;736.5203;488
1;18;-0.08324;-0.00434;0.0171;-0.03319;416.7895;503
1;18;0.05578;0.01322;-0.03884;0.03445;135.2679;527
1;18;0;-0.06467;-0.14272;0;223.5391;546
1;18;0.06244;0.01249;-0.03713;0.03702;143.3769;607
1;18;0.1036;-0.01142;0.05343;-0.3475;1944.7416;613
