Date;Period;BE;DE;FR;NL;RAM
12/08/2016;1;-0.03111;-0.07991;-0.19922;0;319.2201
12/08/2016;1;0;0;0;-1;4250
12/08/2016;1;-0.11715;-0.05437;-0.06624;0;258.8077
12/08/2016;1;-0.11693;-0.05406;-0.0653;0;258.8944
12/08/2016;1;-0.08868;-0.26675;-0.15704;-0.44674;1169.8999
12/08/2016;1;0.04957;-0.20612;-0.08596;-0.23109;1132.2894
12/08/2016;1;-0.11691;-0.0544;-0.06541;0;258.7901
12/08/2016;1;0.03441;-0.2016;-0.08119;-0.27347;1088.3569
12/08/2016;1;0.00678;0.27208;0.17332;0.01619;1000.7546
12/08/2016;1;0.07214;-0.16432;-0.08747;-0.17593;1022.7145
12/08/2016;2;-0.08868;-0.26756;-0.15801;-0.44389;1088.8035
12/08/2016;2;0.02253;-0.0451;-0.06281;-0.01721;338.8101
12/08/2016;2;0;0;0;-1;4250
12/08/2016;2;-0.06705;-0.08833;-0.21441;0;354.7618
12/08/2016;2;0.00681;0.27297;0.17448;0.01972;1086.9599
12/08/2016;2;0;0;-1;0;3260
12/08/2016;2;-0.11191;-0.09946;-0.20106;0;355.178
12/08/2016;2;0.08234;0.14459;0.13318;0.19822;262.0251
12/08/2016;2;0.04953;-0.20692;-0.08693;-0.23243;1081.4531
12/08/2016;2;-1;0;0;0;4500
12/08/2016;2;-0.05371;-0.09473;-0.21584;0;354.7921
12/08/2016;2;0.04057;0.21857;0.33866;0.12647;1332.4291
12/08/2016;2;-0.08245;-0.08792;-0.21093;0;354.8541
12/08/2016;2;0;0;1;0;4740
12/08/2016;2;-0.0564;-0.08985;-0.21649;0;355.3114
12/08/2016;2;0;-1;0;0;4400
12/08/2016;2;-0.05501;-0.09038;-0.21667;0;355.1489
12/08/2016;2;-0.00455;-0.08019;-0.03649;0.13301;675.603
12/08/2016;2;-0.05388;-0.09262;-0.21635;0;355.4513
12/08/2016;2;0.01217;-0.14835;0.08664;-0.09155;1050.6101
12/08/2016;2;0.07212;-0.16476;-0.08799;-0.17689;999.8713
12/08/2016;2;-0.04404;-0.24587;-0.3909;-0.14142;1226.1153
12/08/2016;2;-0.05461;-0.09492;-0.21559;0;354.7307
12/08/2016;2;-0.00088;0.04793;-0.00644;0.01041;165.7997
12/08/2016;2;-0.05346;-0.09433;-0.216;0;354.9177
12/08/2016;2;0.03434;-0.20241;-0.08216;-0.27373;1034.1935
12/08/2016;3;0;0;1;0;4917
12/08/2016;3;0;0;-1;0;3083
12/08/2016;3;-0.00088;0.04793;-0.00642;0.01044;142.7905
12/08/2016;3;0;-1;0;0;5048
12/08/2016;3;-0.06468;-0.09127;-0.21388;0;354.8451
12/08/2016;3;-0.06668;-0.09091;-0.21351;0;354.953
12/08/2016;3;-0.06449;-0.09206;-0.21372;0;354.5986
12/08/2016;3;-0.06428;-0.09204;-0.21378;0;354.6054
12/08/2016;3;0.04953;-0.20692;-0.08696;-0.2325;1078.4744
12/08/2016;3;0.04057;0.21856;0.33859;0.12663;1305.3787
12/08/2016;3;0.03434;-0.20241;-0.08219;-0.27367;1024.1758
12/08/2016;3;-0.0649;-0.09118;-0.21385;0;354.8727
12/08/2016;3;0.07212;-0.16476;-0.08802;-0.17695;1003.8896
12/08/2016;3;0.08234;0.14459;0.13318;0.19808;267.0671
12/08/2016;3;-0.06948;-0.09081;-0.21288;0;354.9777
12/08/2016;3;-1;0;0;0;4500
12/08/2016;3;-0.08868;-0.26756;-0.15805;-0.44351;1050.6899
12/08/2016;3;0.00681;0.27297;0.17452;0.02023;1162.8065
12/08/2016;3;-0.00455;-0.08019;-0.03651;0.13384;688.3542
12/08/2016;3;0.01217;-0.14835;0.08651;-0.09167;892.6474
12/08/2016;3;-0.07571;-0.09305;-0.21085;0;355.263
12/08/2016;3;0;0;0;-1;4250
12/08/2016;3;-0.06435;-0.09165;-0.21386;0;354.7271
12/08/2016;3;0.02253;-0.0451;-0.06281;-0.01725;336.8221
12/08/2016;3;0.00771;0.18198;0.09388;-0.0786;1135.055
12/08/2016;4;-0.00088;0.04793;-0.00641;0.01044;161.7904
12/08/2016;4;0.00681;0.27297;0.1745;0.02023;1213.8067
12/08/2016;4;0.00771;0.18198;0.09387;-0.0786;1144.0551
12/08/2016;4;0;0;0;-1;4250
12/08/2016;4;0.03434;-0.20241;-0.08208;-0.27367;1041.1747
12/08/2016;4;0.08234;0.14459;0.13314;0.19808;258.0675
12/08/2016;4;0;-1;0;0;6000
12/08/2016;4;-0.2083;-0.23314;-0.35472;-0.14166;366.7718
12/08/2016;4;-0.00681;-0.27297;-0.1745;-0.02023;1472.1933
12/08/2016;4;0.01217;-0.14835;0.0867;-0.09167;840.6455
12/08/2016;4;0.00455;0.08019;0.0365;-0.13384;892.6459
12/08/2016;4;0;0;1;0;5308
12/08/2016;4;0.07212;-0.16476;-0.08802;-0.17695;1008.8896
12/08/2016;4;0.02253;-0.0451;-0.06288;-0.01725;339.8228
12/08/2016;4;0.04953;-0.20692;-0.08684;-0.2325;1091.4732
12/08/2016;4;-1;0;0;0;4500
12/08/2016;4;0.04057;0.21856;0.33836;0.12663;1317.381
12/08/2016;4;0;0;-1;0;2692
12/08/2016;4;-0.08868;-0.26756;-0.15807;-0.44351;1064.6901
12/08/2016;4;-0.00455;-0.08019;-0.0365;0.13384;770.3541
12/08/2016;5;-0.11718;-0.0552;-0.06753;0;258.5633
12/08/2016;5;-0.11689;-0.05486;-0.06634;0;258.6568
12/08/2016;5;-0.1167;-0.05392;-0.06523;0;258.9371
12/08/2016;5;0;0;-1;0;2065
12/08/2016;5;-0.11689;-0.05423;-0.06602;0;258.8489
12/08/2016;5;-0.00681;-0.27297;-0.17455;-0.01568;1435.8288
12/08/2016;5;0.07212;-0.16476;-0.08804;-0.17651;986.7578
12/08/2016;5;-0.08868;-0.26756;-0.15811;-0.44665;1043.6325
12/08/2016;5;0.01532;0.13631;0.07352;0.41247;1141.7799
12/08/2016;5;-1;0;0;0;4500
12/08/2016;5;0.01217;-0.14835;0.08677;-0.09066;807.3418
12/08/2016;5;-0.2083;-0.23314;-0.35466;-0.14035;415.3782
12/08/2016;5;0;0;0;-1;4250
12/08/2016;5;-0.11682;-0.05476;-0.06605;0;258.6849
12/08/2016;5;0.04057;0.21857;0.3383;0.12531;1296.7807
12/08/2016;5;0.04953;-0.20692;-0.08689;-0.23202;1053.3297
12/08/2016;5;-0.11667;-0.05415;-0.06523;0;258.8658
12/08/2016;5;-0.00455;-0.08019;-0.03651;0.12586;807.7482
12/08/2016;5;-0.11667;-0.05414;-0.06522;0;258.8688
12/08/2016;5;0.00681;0.27297;0.17455;0.01568;1250.1712
12/08/2016;5;0.03434;-0.20241;-0.08212;-0.27423;1008.3431
12/08/2016;5;0;-1;0;0;6000
12/08/2016;5;0.00455;0.08019;0.03651;-0.12586;854.2518
12/08/2016;5;0.04404;0.24587;0.39029;0.14012;1520.2808
12/08/2016;5;0.02253;-0.0451;-0.06289;-0.01692;346.7239
12/08/2016;5;-0.00088;0.04793;-0.0064;0.01016;196.8743
12/08/2016;6;0.04953;-0.20692;-0.08687;-0.23101;1064.0265
12/08/2016;6;-0.08868;-0.26756;-0.15808;-0.4501;976.6672
12/08/2016;6;-0.00455;-0.08019;-0.0365;0.12064;622.3141
12/08/2016;6;-0.00088;0.04793;-0.00645;0.00994;286.9408
12/08/2016;6;0.08234;0.14459;0.13314;0.20047;281.3505
12/08/2016;6;0;0;1;0;4929
12/08/2016;6;0.00681;0.27297;0.17455;0.01249;1098.1282
12/08/2016;6;0;0;-1;0;3071
12/08/2016;6;0;-1;0;0;6000
12/08/2016;6;0.02253;-0.0451;-0.06292;-0.01666;365.6462
12/08/2016;6;-0.04404;-0.24587;-0.39036;-0.13867;1287.2849
12/08/2016;6;0.03434;-0.20241;-0.08211;-0.27449;993.421
12/08/2016;6;0.01324;0.13584;0.07072;-0.08164;834.8952
12/08/2016;6;0.04057;0.21856;0.33833;0.12403;1288.1613
12/08/2016;6;0;1;0;0;5600
12/08/2016;6;0.07212;-0.16476;-0.088;-0.17571;992.5174
12/08/2016;6;-0.2083;-0.23314;-0.35471;-0.13906;424.9917
12/08/2016;6;0.01217;-0.14835;0.08722;-0.0897;908.0493
12/08/2016;6;-1;0;0;0;4500
12/08/2016;6;0;0;0;-1;4250
12/08/2016;7;-0.2083;-0.23314;-0.35572;-0.13899;424.9808
12/08/2016;7;-0.00241;-0.02391;-0.01513;0.07078;291.5052
12/08/2016;7;0;0;0;-1;4250
12/08/2016;7;-0.12904;-0.06121;-0.07352;0;285.7601
12/08/2016;7;0.00681;0.27297;0.17399;0.01112;1293.5448
12/08/2016;7;0.03434;-0.20241;-0.08166;-0.27477;935.5005
12/08/2016;7;-0.02253;0.0451;0.06289;0.0166;388.3721
12/08/2016;7;-0.11785;-0.05497;-0.06626;0;260.6219
12/08/2016;7;-0.11806;-0.05537;-0.06718;0;260.5071
12/08/2016;7;0;0;1;0;4827
12/08/2016;7;0.01324;0.13584;0.07045;-0.07381;876.5489
12/08/2016;7;-0.08868;-0.26756;-0.15753;-0.44995;1017.6167
12/08/2016;7;0;1;0;0;5600
12/08/2016;7;-0.1295;-0.06175;-0.07538;0;285.6113
12/08/2016;7;-1;0;0;0;4500
12/08/2016;7;0.04953;-0.20692;-0.08642;-0.23144;979.151
12/08/2016;7;-0.04404;-0.24587;-0.39149;-0.13859;1292.2722
12/08/2016;7;0.04057;0.21856;0.33944;0.12395;1263.1742
12/08/2016;7;0.02253;-0.0451;-0.06289;-0.0166;367.6279
12/08/2016;7;-0.11781;-0.05524;-0.06625;0;260.5381
12/08/2016;7;-0.1178;-0.05521;-0.06621;0;260.547
12/08/2016;7;0;0;-1;0;3173
12/08/2016;7;0;-1;0;0;6000
12/08/2016;7;0.07212;-0.16476;-0.08764;-0.17601;933.6038
12/08/2016;7;0.01217;-0.14835;0.08843;-0.08963;844.0162
12/08/2016;7;-0.00681;-0.27297;-0.17399;-0.01112;1392.4552
12/08/2016;7;0.01532;0.13631;0.07323;0.41795;1095.1388
12/08/2016;8;0.00688;0.27273;0.17667;0.01104;1298.4676
12/08/2016;8;-0.02255;0.04433;0.0637;0.01618;370.2513
12/08/2016;8;0.01319;0.13891;0.06979;-0.0752;844.9242
12/08/2016;8;-0.00262;-0.03484;-0.01717;0.0751;277.8413
12/08/2016;8;-0.20887;-0.23008;-0.35428;-0.13755;373.483
12/08/2016;8;0;0;-1;0;3080
12/08/2016;8;-0.11709;-0.05177;-0.06213;0;260.5726
12/08/2016;8;-0.04425;-0.24215;-0.38954;-0.13681;1212.8719
12/08/2016;8;-0.12899;-0.06201;-0.07398;0;284.5167
12/08/2016;8;0.07241;-0.16683;-0.08753;-0.17709;926.285
12/08/2016;8;-0.11726;-0.05126;-0.06244;0;260.7338
12/08/2016;8;0.01529;0.13924;0.07274;0.42172;985.921
12/08/2016;8;-0.13204;-0.06562;-0.08628;0;284.5206
12/08/2016;8;-0.00688;-0.27273;-0.17667;-0.01104;1394.5324
12/08/2016;8;-0.12193;-0.05331;-0.06492;0;271.1231
12/08/2016;8;0.04975;-0.21058;-0.0871;-0.23346;963.6292
12/08/2016;8;-0.12311;-0.05544;-0.07008;0;270.5144
12/08/2016;8;-1;0;0;0;4500
12/08/2016;8;0.03438;-0.20641;-0.08236;-0.27737;939.0475
12/08/2016;8;-0.12171;-0.05492;-0.06502;0;270.625
12/08/2016;8;0.04079;0.21556;0.3382;0.12252;1319.6856
12/08/2016;8;0;1;0;0;5600
12/08/2016;8;0.0121;-0.14594;0.08786;-0.08805;789.295
12/08/2016;8;-0.12176;-0.05383;-0.06461;0;270.9588
12/08/2016;8;-0.08865;-0.27137;-0.15824;-0.45199;1074.0547
12/08/2016;8;0;0;1;0;4920
12/08/2016;8;-0.12167;-0.05473;-0.06477;0;270.6814
12/08/2016;9;-0.12297;-0.05276;-0.06398;0;274.2842
12/08/2016;9;0;1;0;0;5600
12/08/2016;9;-0.05954;-0.09556;-0.2211;0;364.5874
12/08/2016;9;-0.07568;-0.0915;-0.2184;0;364.819
12/08/2016;9;0.01528;0.13904;0.07258;0.42528;881.7926
12/08/2016;9;-0.1295;-0.06832;-0.09436;0;273.7644
12/08/2016;9;-0.00261;-0.03463;-0.01706;0.07184;225.8833
12/08/2016;9;0.01318;0.13876;0.06968;-0.08472;772.7348
12/08/2016;9;-0.12265;-0.05329;-0.06319;0;274.112
12/08/2016;9;-0.12469;-0.05578;-0.07143;0;274.4225
12/08/2016;9;0.00682;0.26927;0.1744;0.00799;1217.3327
12/08/2016;9;-0.0443;-0.24385;-0.3908;-0.13609;1116.1415
12/08/2016;9;-0.12403;-0.06111;-0.0719;0;273.7749
12/08/2016;9;-0.06265;-0.09354;-0.2209;0;365.2116
12/08/2016;9;-0.00245;-0.08096;-0.06636;0.00847;174.025
12/08/2016;9;-0.08864;-0.27037;-0.15745;-0.45521;1125.3228
12/08/2016;9;-0.02256;0.04434;0.06365;0.01592;363.3329
12/08/2016;9;-0.0609;-0.09745;-0.22029;0;364.9934
12/08/2016;9;-0.08386;-0.09157;-0.21648;0;364.7781
12/08/2016;9;-0.12267;-0.05499;-0.0641;0;273.5941
12/08/2016;9;-1;0;0;0;4500
12/08/2016;9;-0.07226;-0.09184;-0.21911;0;364.7207
12/08/2016;9;0.0121;-0.14506;0.08741;-0.08686;864.2153
12/08/2016;9;-0.12357;-0.10405;-0.20398;0;364.7843
12/08/2016;9;0.04081;0.21674;0.33897;0.12172;1388.2837
12/08/2016;9;0;0;1;0;5053
12/08/2016;9;0;0;-1;0;2947
12/08/2016;9;0.03445;-0.20527;-0.08141;-0.27689;958.2474
12/08/2016;9;-0.13113;-0.05867;-0.07512;0;288.5635
12/08/2016;9;-0.06379;-0.0931;-0.22075;0;365.3465
12/08/2016;9;0.07243;-0.16614;-0.08702;-0.1758;936.1068
12/08/2016;10;-0.00244;-0.08114;-0.06623;0.00822;174.0429
12/08/2016;10;-0.14178;-0.08389;-0.14178;0;276.4119
12/08/2016;10;-0.04432;-0.24342;-0.39123;-0.13526;891.0301
12/08/2016;10;-1;0;0;0;4500
12/08/2016;10;-0.08862;-0.27078;-0.15715;-0.45748;1305.8737
12/08/2016;10;-0.02256;0.04425;0.06372;0.01583;394.3313
12/08/2016;10;0.01211;-0.14572;0.08789;-0.08673;1202.9669
12/08/2016;10;-0.02613;-0.09463;-0.20178;0;326.6825
12/08/2016;10;-0.02731;-0.10494;-0.22752;0;366.7438
12/08/2016;10;-0.12251;-0.05306;-0.0599;0;276.1504
12/08/2016;10;-0.12615;-0.05222;-0.07194;0;275.5312
12/08/2016;10;0.03444;-0.20573;-0.08112;-0.27688;1135.0989
12/08/2016;10;-0.03704;-0.08834;-0.22958;0;366.9104
12/08/2016;10;-0.00261;-0.03479;-0.0171;0.07356;239.3181
12/08/2016;10;-0.12243;-0.04998;-0.05803;0;276.0865
12/08/2016;10;0;1;0;0;5600
12/08/2016;10;0.01318;0.13903;0.06945;-0.07723;657.5738
12/08/2016;10;0.07243;-0.16639;-0.08678;-0.17503;1045.7959
12/08/2016;10;-0.12031;-0.08256;-0.2117;0;366.5234
12/08/2016;10;-0.03237;-0.0903;-0.23016;0;367.3086
12/08/2016;10;0;-1;0;0;6000
12/08/2016;10;-0.07878;-0.07238;-0.19532;0;326.5154
12/08/2016;10;0;0;-1;0;2858
12/08/2016;10;-0.0204;-0.09898;-0.23069;0;366.6231
12/08/2016;10;-0.12475;-0.06374;-0.07306;0;275.9712
12/08/2016;10;0.00682;0.26949;0.17425;0.00834;1115.2974
12/08/2016;10;-0.14061;-0.08945;-0.14061;0;275.6766
12/08/2016;10;0.01527;0.1393;0.07237;0.42177;845.9283
12/08/2016;10;0;0;1;0;5142
12/08/2016;10;-0.12284;-0.04841;-0.05863;0;275.5792
12/08/2016;11;0;0;-1;0;2839
12/08/2016;11;-0.00261;-0.03479;-0.01709;0.07436;247.078
12/08/2016;11;-0.00244;-0.08114;-0.06617;0.00806;173.0903
12/08/2016;11;-0.13874;-0.07755;-0.20853;0;366.0448
12/08/2016;11;-0.12836;-0.05484;-0.06136;0;289.6132
12/08/2016;11;-0.08862;-0.27078;-0.15708;-0.45704;1394.741
12/08/2016;11;-0.12822;-0.05109;-0.05894;0;289.7515
12/08/2016;11;-0.13283;-0.0521;-0.07525;0;289.6015
12/08/2016;11;-0.00231;-0.07213;-0.06145;0.00858;154.6802
12/08/2016;11;-0.04432;-0.24341;-0.39135;-0.13547;771.0974
12/08/2016;11;-0.01931;-0.07597;-0.20807;0;325.53
12/08/2016;11;0.01318;0.13903;0.06942;-0.07458;570.7791
12/08/2016;11;-0.01298;-0.09782;-0.20384;0;325.7142
12/08/2016;11;0;-0.10143;-0.23461;0;365.9028
12/08/2016;11;-1;0;0;0;4500
12/08/2016;11;-0.12192;-0.04858;-0.05605;0;275.5007
12/08/2016;11;0.00172;-0.07083;-0.16591;0;260.7018
12/08/2016;11;-0.00167;-0.10355;-0.0642;-0.00898;265.2355
12/08/2016;11;-0.02256;0.04425;0.06372;0.01588;409.3163
12/08/2016;11;-0.11974;-0.06164;-0.07014;0;264.593
12/08/2016;11;-0.02825;-0.01845;-0.02825;0;55.563
12/08/2016;11;0;0;1;0;5161
12/08/2016;11;0.03444;-0.20574;-0.08105;-0.27679;1233.0681
12/08/2016;11;-0.01366;-0.07848;-0.20873;0;325.7585
12/08/2016;11;0;-0.09925;-0.23518;0;365.5843
12/08/2016;11;0.00682;0.26949;0.17418;0.00905;996.0851
12/08/2016;11;0.07243;-0.16639;-0.08673;-0.17508;1108.8104
12/08/2016;11;0.00512;-0.07868;0.00122;-0.0336;448.677
12/08/2016;11;-0.11762;-0.04469;-0.05416;0;264.6877
12/08/2016;11;-0.09527;-0.07513;-0.21928;0;365.9025
12/08/2016;11;-0.18989;-0.10337;-0.18989;0;365.8542
12/08/2016;11;0.01527;0.1393;0.07234;0.41581;833.7166
12/08/2016;12;-0.12232;-0.06933;-0.18582;0;326.3659
12/08/2016;12;-0.00167;-0.10355;-0.0642;-0.00898;304.2355
12/08/2016;12;0.01318;0.13903;0.06941;-0.07458;557.7792
12/08/2016;12;-0.00244;-0.08114;-0.06617;0.00806;173.0903
12/08/2016;12;0.00156;-0.07088;-0.16604;0;260.6876
12/08/2016;12;0;-1;0;0;5577
12/08/2016;12;0.07243;-0.16639;-0.08672;-0.17508;1097.8103
12/08/2016;12;0.00682;0.26949;0.17415;0.00905;1051.0854
12/08/2016;12;-0.16914;-0.09149;-0.16914;0;326.3295
12/08/2016;12;-0.00231;-0.07213;-0.06145;0.00858;154.6802
12/08/2016;12;-0.04432;-0.24341;-0.39137;-0.13547;769.0976
12/08/2016;12;-0.12157;-0.04731;-0.0542;0;275.8759
12/08/2016;12;0;-0.0885;-0.20931;0;325.6581
12/08/2016;12;-0.00261;-0.03479;-0.01709;0.07436;232.078
12/08/2016;12;-0.1281;-0.05441;-0.06023;0;289.7352
12/08/2016;12;-0.02038;-0.07616;-0.20778;0;326.4682
12/08/2016;12;-0.12799;-0.05387;-0.05958;0;289.8961
12/08/2016;12;0.01527;0.1393;0.07233;0.41581;833.7167
12/08/2016;12;0;0;-1;0;3018
12/08/2016;12;-0.13088;-0.06807;-0.07677;0;289.666
12/08/2016;12;-0.01476;-0.07861;-0.20845;0;325.7154
12/08/2016;12;-0.13293;-0.0513;-0.07518;0;289.8488
12/08/2016;12;-1;0;0;0;4500
12/08/2016;12;-0.02256;0.04425;0.06372;0.01588;409.3163
12/08/2016;12;-0.08862;-0.27078;-0.15707;-0.45704;1408.7409
12/08/2016;12;-0.08477;-0.06689;-0.1952;0;326.2161
12/08/2016;12;0.03444;-0.20574;-0.08103;-0.27679;1226.0679
12/08/2016;12;0;0;1;0;4982
12/08/2016;12;-0.02823;-0.01854;-0.02823;0;55.5349
12/08/2016;12;0;-0.09019;-0.20887;0;326.1298
12/08/2016;12;-0.01293;-0.09783;-0.20386;0;325.7113
12/08/2016;12;-0.12206;-0.04522;-0.0548;0;275.5298
12/08/2016;13;0.01317;0.13896;0.06942;-0.07453;530.7424
12/08/2016;13;0.00496;-0.06406;-0.15017;0;239.6431
12/08/2016;13;-0.07661;-0.10903;-0.09119;0;232.1126
12/08/2016;13;0.00682;0.26956;0.17434;0.009;1065.1202
12/08/2016;13;-0.07718;-0.109;-0.09135;0;232.1235
12/08/2016;13;-0.02891;-0.01534;-0.02891;0;55.5337
12/08/2016;13;-0.11674;-0.04489;-0.05119;0;264.596
12/08/2016;13;0;-0.09206;-0.20845;0;325.5459
12/08/2016;13;-0.12473;-0.06876;-0.18548;0;325.5392
12/08/2016;13;-0.0192;-0.07596;-0.20818;0;325.5342
12/08/2016;13;-0.00231;-0.07221;-0.06155;0.00864;158.6384
12/08/2016;13;0;0;1;0;4612
12/08/2016;13;-0.02821;-0.01864;-0.02821;0;55.5037
12/08/2016;13;-0.07663;-0.1091;-0.09143;0;232.0933
12/08/2016;13;-1;0;0;0;4500
12/08/2016;13;0.01527;0.13924;0.07234;0.41586;833.683
12/08/2016;13;0.03444;-0.20571;-0.0812;-0.27682;1250.0879
12/08/2016;13;-0.02256;0.04426;0.06371;0.01587;416.3225
12/08/2016;13;0;-0.08682;-0.20982;0;326.184
12/08/2016;13;-0.12789;-0.05388;-0.05918;0;289.889
12/08/2016;13;-0.00245;-0.08123;-0.06628;0.00812;174.0455
12/08/2016;13;-0.12188;-0.04434;-0.05369;0;275.7915
12/08/2016;13;0.07243;-0.16638;-0.08677;-0.17509;1111.8169
12/08/2016;13;-0.01357;-0.07849;-0.20883;0;325.7564
12/08/2016;13;-0.07697;-0.10916;-0.09177;0;232.0781
12/08/2016;13;-0.13084;-0.0685;-0.07679;0;289.5329
12/08/2016;13;-0.07682;-0.10894;-0.09098;0;232.1384
12/08/2016;13;-0.08495;-0.06672;-0.19527;0;326.2695
12/08/2016;13;-0.12652;-0.04776;-0.07135;0;275.9079
12/08/2016;13;-0.08862;-0.27075;-0.15714;-0.45707;1434.7599
12/08/2016;13;-0.04432;-0.24345;-0.39148;-0.13545;745.0803
12/08/2016;13;0;-1;0;0;4400
12/08/2016;13;-0.01185;-0.09812;-0.20411;0;325.6239
12/08/2016;13;-0.07713;-0.1091;-0.09166;0;232.0956
12/08/2016;13;-0.12779;-0.05334;-0.05855;0;290.0501
12/08/2016;14;-0.02246;-0.08899;-0.23318;0;366.7449
12/08/2016;14;-0.12653;-0.04783;-0.07143;0;275.887
12/08/2016;14;0.03444;-0.20571;-0.08084;-0.27682;1235.0843
12/08/2016;14;-0.00436;-0.1;-0.23452;0;367.3452
12/08/2016;14;0.00682;0.26956;0.17393;0.009;1104.1243
12/08/2016;14;-0.00245;-0.08123;-0.06608;0.00812;174.0435
12/08/2016;14;-0.11961;-0.06283;-0.07025;0;265.2252
12/08/2016;14;-0.02801;-0.08651;-0.23253;0;366.5072
12/08/2016;14;-0.12183;-0.04405;-0.05337;0;275.8782
12/08/2016;14;0;-1;0;0;4400
12/08/2016;14;0.01317;0.13896;0.06926;-0.07453;546.744
12/08/2016;14;-0.0806;-0.10841;-0.09082;0;232.3011
12/08/2016;14;-0.0801;-0.10979;-0.09515;0;231.9166
12/08/2016;14;-0.0149;-0.09526;-0.20454;0;326.5148
12/08/2016;14;0.01527;0.13924;0.07218;0.41586;833.6846
12/08/2016;14;-0.07792;-0.1105;-0.09657;0;231.7107
12/08/2016;14;-0.14714;-0.09661;-0.14714;0;289.5223
12/08/2016;14;-1;0;0;0;4500
12/08/2016;14;-0.134;-0.07885;-0.20985;0;366.655
12/08/2016;14;-0.01978;-0.10856;-0.2287;0;366.6334
12/08/2016;14;-0.11676;-0.04494;-0.0513;0;264.5816
12/08/2016;14;-0.09194;-0.07796;-0.21988;0;367.0312
12/08/2016;14;-0.19033;-0.10339;-0.19033;0;366.8524
12/08/2016;14;-0.04432;-0.24345;-0.3921;-0.13545;799.0865
12/08/2016;14;0.07243;-0.16638;-0.08656;-0.17509;1100.8148
12/08/2016;14;-0.11668;-0.04835;-0.05278;0;264.5393
12/08/2016;14;-0.08862;-0.27075;-0.1568;-0.45707;1419.7565
12/08/2016;14;0;0;1;0;4426
12/08/2016;14;-0.07583;-0.10753;-0.08586;0;231.5243
12/08/2016;15;-0.07801;-0.11063;-0.097;0;231.6747
12/08/2016;15;-0.0322;-0.10537;-0.22662;0;366.6015
12/08/2016;15;-0.03504;-0.09047;-0.22984;0;367.2527
12/08/2016;15;-0.07349;-0.08387;-0.22261;0;367.2264
12/08/2016;15;0.00217;0.08389;0.02966;-0.00917;338.4603
12/08/2016;15;0.01527;0.13924;0.07208;0.41586;833.6856
12/08/2016;15;-0.07574;-0.1074;-0.08538;0;231.5598
12/08/2016;15;0;0;1;0;4549
12/08/2016;15;-0.06541;-0.07465;-0.19813;0;326.8398
12/08/2016;15;-0.13693;-0.07692;-0.13693;0;264.5241
12/08/2016;15;-0.11955;-0.06322;-0.07033;0;265.1051
12/08/2016;15;-0.08677;-0.08253;-0.21987;0;366.6144
12/08/2016;15;-0.14732;-0.09565;-0.14732;0;289.8217
12/08/2016;15;-0.1232;-0.08162;-0.21162;0;366.814
12/08/2016;15;-0.03911;-0.08859;-0.22939;0;366.831
12/08/2016;15;-0.12173;-0.04561;-0.06875;0;264.5484
12/08/2016;15;-0.04432;-0.24345;-0.392;-0.13545;889.0855
12/08/2016;15;-1;0;0;0;4500
12/08/2016;15;0.07243;-0.16638;-0.08641;-0.17509;1087.8133
12/08/2016;15;-0.08091;-0.10836;-0.09075;0;232.3159
12/08/2016;15;0.03444;-0.20571;-0.08045;-0.27682;1226.0804
12/08/2016;15;-0.00245;-0.08123;-0.06592;0.00812;174.0419
12/08/2016;15;0;0;-1;0;3451
12/08/2016;15;-0.11634;-0.04778;-0.05138;0;264.702
12/08/2016;15;-0.11701;-0.04168;-0.05053;0;264.5845
12/08/2016;15;-0.1163;-0.04739;-0.05105;0;264.8196
12/08/2016;15;-0.08862;-0.27075;-0.15658;-0.45707;1398.7543
12/08/2016;15;-0.02929;-0.1043;-0.22758;0;366.9428
12/08/2016;15;-0.0204;-0.09879;-0.23109;0;366.686
12/08/2016;15;0.01317;0.13896;0.06916;-0.07453;540.745
12/08/2016;15;0.01211;-0.14572;0.08842;-0.08687;1206.0036
12/08/2016;15;0;-1;0;0;4400
12/08/2016;15;-0.08038;-0.10985;-0.09547;0;231.9012
12/08/2016;16;-1;0;0;0;4500
12/08/2016;16;-0.04392;-0.24295;-0.39237;-0.13505;922.1242
12/08/2016;16;0.01228;-0.14601;0.08956;-0.08654;996.8033
12/08/2016;16;0.05039;-0.20956;-0.0851;-0.22944;1167.7194
12/08/2016;16;0.00222;0.08419;0.02964;-0.00909;310.5295
12/08/2016;16;-0.16783;-0.09702;-0.16783;0;325.6021
12/08/2016;16;0;0;1;0;4691
12/08/2016;16;0.01353;0.13945;0.06919;-0.07393;558.7166
12/08/2016;16;-0.08345;-0.10791;-0.09027;0;232.4506
12/08/2016;16;-0.11676;-0.08243;-0.21233;0;365.57
12/08/2016;16;-0.08579;-0.26867;-0.15573;-0.45184;1348.8216
12/08/2016;16;-0.0337;-0.10409;-0.22602;0;365.9923
12/08/2016;16;0;0;-1;0;3309
12/08/2016;16;-0.08277;-0.11042;-0.09825;0;231.7523
12/08/2016;16;0.0365;-0.20317;-0.07906;-0.27105;1166.1229
12/08/2016;16;-0.14014;-0.08913;-0.14014;0;274.7711
12/08/2016;16;-0.07495;-0.10635;-0.0815;0;231.8465
12/08/2016;16;-0.03709;-0.09007;-0.22889;0;366.3672
12/08/2016;16;-0.12086;-0.04935;-0.05366;0;275.2381
12/08/2016;16;-0.12387;-0.06376;-0.07137;0;274.9481
12/08/2016;16;-0.00249;-0.0808;-0.06586;0.00806;249.1926
