Date	Period	BE	DE	FR
2016-08-06	8	-310.7961	-222.7475	-1463.468
2016-08-06	8	-330.8565	-320.0669	-1420.478
2016-08-06	8	418.7302	5114.365	-3713
2016-08-06	8	-799.1785	6045.169	-3713
2016-08-06	8	-2436.504	-392.663	713.7958
2016-08-06	8	-2930.667	5490.407	-2233.981
2016-08-06	8	-2447.488	-411.6624	748.0384
2016-08-06	8	-2561.204	-55.50421	734.2692
2016-08-06	8	-2445.611	-411.9404	744.5348
2016-08-06	8	-3643.246	3930.895	205.2685
2016-08-06	8	3888.373	-3538.998	-621.6151
2016-08-06	8	1057.127	4797.053	-3713
2016-08-06	8	3302.198	4111.933	-3713
2016-08-06	8	3809.076	3660.005	-3590.021
2016-08-06	8	2672.069	-4400	4287
2016-08-06	8	-155.5829	6080	-3205.365
2016-08-06	8	-730.0771	5402.963	-1908.342
2016-08-06	8	-654.5418	6080	-2987.012
2016-08-06	8	3888.421	-3539.901	-621.2257
2016-08-06	8	3750.31	-4400	-223.5145
2016-08-06	8	-332.1533	-330.7057	-1415.619
2016-08-06	8	202.6009	-3957.373	98.70694
2016-08-06	8	696.7332	-4400	221.0846
2016-08-06	8	5192.614	-757.3942	-1080.379
2016-08-06	8	4817.808	-4400	806.7479
2016-08-06	8	4650.004	-4400	1243.841
2016-08-06	8	-2620.56	5809.637	-2719.446
2016-08-06	8	-685.2637	-4061.405	965.0754
2016-08-06	8	-2818.011	5622.579	-2436.307
2016-08-06	8	-827.1242	6080	-3713
2016-08-06	8	-2056.898	6080	-3105.224
2016-08-06	8	-1314.389	-4333.228	1818.249
2016-08-06	8	452.8976	6080	-3713
2016-08-06	8	-2430.025	1447.808	4287
2016-08-06	8	-1346.48	-4400	1925.67
2016-08-06	8	-3397.784	-1918.407	4287
2016-08-06	8	-4305.809	790.6314	4287
2016-08-06	8	-4484.97	1339.721	4287
2016-08-06	8	-2511.074	-4400	4287
2016-08-06	8	-2453.785	-554.0104	879.3738
2016-08-06	8	-1504.422	-4400	2199.819
2016-08-06	8	-2296.492	-4400	3776.202
2016-08-06	9	-798.1757	5252.917	-3241
2016-08-06	9	-325.3897	-333.0691	-1416.221
2016-08-06	9	264.453	4371.438	-3241
2016-08-06	9	-304.9347	-252.2738	-1450.569
2016-08-06	9	-2179.833	5729	-2524.437
2016-08-06	9	-1077.681	5729	-3241
2016-08-06	9	-287.0309	5729	-2989.646
2016-08-06	9	14.10823	5729	-3241
2016-08-06	9	-1490	5729	-2465.433
2016-08-06	9	-2366.365	-785.5733	906.1592
2016-08-06	9	-2406.765	-785.4601	986.5201
2016-08-06	9	-1513.662	-4400	2256.646
2016-08-06	9	-2285.673	-4400	3794.11
2016-08-06	9	3885.051	2425.565	-2484.44
2016-08-06	9	5020.701	609.1917	-1239.814
2016-08-06	9	3961.879	-4400	328.1241
2016-08-06	9	5087.032	-1898.144	-189.6792
2016-08-06	9	5042.343	-2766.146	143.7635
2016-08-06	9	4381.802	-4400	514.9518
2016-08-06	9	5096.482	-140.3281	-901.0029
2016-08-06	9	-2471.785	-227.6305	675.2924
2016-08-06	9	-2519.391	-80.7068	674.659
2016-08-06	9	-4500	1094.154	4701.793
2016-08-06	9	-4500	1024.465	4759
2016-08-06	9	-3312.827	-2620.235	4759
2016-08-06	9	-2776.756	-1286.134	2312.814
2016-08-06	9	-4481.524	1155.797	4604.624
2016-08-06	9	-2458.425	-456.5683	829.5558
2016-08-06	9	-3086.447	5031.526	-1484.68
2016-08-06	9	-3624.355	3886.578	303.4321
2016-08-06	9	-2463.826	-229.1914	660.6765
2016-08-06	9	3131.347	-4400	3986.96
2016-08-06	9	1776.248	-4400	4759
2016-08-06	9	2901.325	-3973.171	4192.722
2016-08-06	9	2134.576	-3233.683	4759
2016-08-06	9	-328.5855	-372.9754	-1398.911
2016-08-06	9	-328.1085	-373.7743	-1398.916
2016-08-06	9	-2714.999	5406.346	-2053.343
2016-08-06	9	1839.744	4144.07	-3241
2016-08-06	9	965.6614	-182.0721	-1480.413
2016-08-06	9	1077.75	4144.07	-3241
2016-08-06	9	-270.869	-182.0721	-1480.413
2016-08-06	9	-1666.887	4101.358	126.8004
2016-08-06	9	-2936.698	1141.913	4759
2016-08-06	9	2270.074	4169.049	-3241
2016-08-06	9	1569.763	-1974.206	4759
2016-08-06	9	235.689	-4400	415.0179
2016-08-06	9	-313.9568	-459.3156	-1362.551
2016-08-06	9	-2425.554	-372.9754	698.0575
2016-08-06	9	-2376.013	-619.1838	793.9174
2016-08-06	9	-1380.173	-4400	2030.88
2016-08-06	9	-4500	1058.442	4759
2016-08-06	9	-3151.79	-3077.879	4759
2016-08-06	9	3317.733	-4400	312.7269
2016-08-06	9	2992.621	-4400	312.7269
2016-08-06	9	4713.446	-4400	1409.452
2016-08-06	9	4874.07	-4400	990.7651
2016-08-06	9	-2683.781	-4400	4759
2016-08-06	10	-1776.004	-3200.662	1803.721
2016-08-06	10	-2334.216	-797.8766	868.8638
2016-08-06	10	-1766.679	-3013.458	1637.472
2016-08-06	10	734.2568	5495.351	-3292
2016-08-06	10	2299.124	4431.273	-3292
2016-08-06	10	1258.016	4420.812	-3292
2016-08-06	10	2252.667	4420.812	-3292
2016-08-06	10	231.0176	4624.562	-3292
2016-08-06	10	-1104.124	6021.85	-3292
2016-08-06	10	-844.8192	5549.165	-3292
2016-08-06	10	4872.33	1045.933	-1301.2
2016-08-06	10	1404.47	-1533.06	4708
2016-08-06	10	3854.129	2643.783	-2403.33
2016-08-06	10	-2030.509	2227.188	2974.118
2016-08-06	10	-2498.547	1120.913	4708
2016-08-06	10	4909.901	-4063.155	846.4091
2016-08-06	10	4848.679	-4400	997.2135
2016-08-06	10	4865.223	-4400	1045.925
2016-08-06	10	4927.592	-3894.687	758.7462
2016-08-06	10	4722.208	-4400	877.4668
2016-08-06	10	4838.191	-4152.416	1055.238
2016-08-06	10	4710.679	-4400	1360.019
2016-08-06	10	4832.712	-4400	1130.614
2016-08-06	10	-2440.798	-447.1734	781.7644
2016-08-06	10	-2435.366	-395.3608	727.2701
2016-08-06	10	-1753.063	-4400	2772.929
2016-08-06	10	-2325.985	-4400	3899.063
2016-08-06	10	-2507.124	-544.6949	1023.157
2016-08-06	10	-2461.925	-239.0484	669.1268
2016-08-06	10	-2441.838	-344.9609	703.3471
2016-08-06	10	-4188.061	54.06269	4708
2016-08-06	10	-4500	1028.159	4708
2016-08-06	10	-3616.608	3889.021	255.242
2016-08-06	10	-4500	1087.745	4660.785
2016-08-06	10	4980.788	-20.92809	-814.3182
2016-08-06	10	2572.095	-4105.287	4708
2016-08-06	10	4955.5	-3381.204	559.3191
2016-08-06	10	2644.237	-4400	4708
2016-08-06	10	-305.86	-185.3939	-1471.542
2016-08-06	10	1195.983	-403.8163	-1385.217
2016-08-06	10	-326.1111	-305.9188	-1423.908
2016-08-06	10	-327.2241	-358.3766	-1403.176
2016-08-06	10	-317.7795	-403.8163	-1385.217
2016-08-06	10	3929.381	-4400	531.9694
2016-08-06	10	206.4663	-4400	500.5042
2016-08-06	10	3142.484	-4400	458.3044
2016-08-06	10	-2666.111	-4400	4708
2016-08-06	10	2524.751	-4400	458.3044
2016-08-06	10	232.6269	-4400	474.3436
2016-08-06	10	-1694.757	5894.061	-2833.702
2016-08-06	10	-2749.797	5244.64	-1854.801
2016-08-06	10	-336.9696	-344.9609	-1401.521
2016-08-06	10	-2683.903	-4350.664	4708
2016-08-06	10	-2585.485	-787.5125	1417.793
2016-08-06	10	-292.7319	-580.5228	-1303.699
2016-08-06	10	-3166.095	4838.312	-1230.156
2016-08-06	10	-3291.943	-2651.532	4708
2016-08-06	10	-4500	1058.021	4708
2016-08-06	11	-4500	1010.674	4604
2016-08-06	11	-4086.491	-246.4213	4604
2016-08-06	11	-2450.951	-625.276	947.3611
2016-08-06	11	-2550.874	-771.202	1305.356
2016-08-06	11	-4500	1296.333	4376.592
2016-08-06	11	-3625.465	4041.101	75.03678
2016-08-06	11	-2435.662	-479.3586	794.1976
2016-08-06	11	-2460.467	-247.1509	669.3713
2016-08-06	11	-2438.26	-364.4598	709.0165
2016-08-06	11	-2579.757	-805.6627	1402.691
2016-08-06	11	-1516.286	960.9918	4604
2016-08-06	11	-2242.201	1173.829	4604
2016-08-06	11	2562.557	-4400	4604
2016-08-06	11	2431.423	-3868.379	4604
2016-08-06	11	-2630.384	-4400	4604
2016-08-06	11	975.0252	-698.8702	4604
2016-08-06	11	-4500	1151.681	4604
2016-08-06	11	-3275.751	-2634.011	4604
2016-08-06	11	-1889.313	5864.507	-2764.76
2016-08-06	11	-1039.844	6026.132	-3396
2016-08-06	11	1979.698	5140.809	-3396
2016-08-06	11	4561.442	-4400	1376.865
2016-08-06	11	4848.389	-3852.392	695.5189
2016-08-06	11	4764.974	-4400	994.7716
2016-08-06	11	-2336.159	-4400	3917.998
2016-08-06	11	-2602.301	-4400	4538.097
2016-08-06	11	-2761.792	5360.58	-1985.992
2016-08-06	11	-344.7229	-290.7785	-1423.37
2016-08-06	11	-897.7167	5779.538	-3396
2016-08-06	11	4873.949	-3656.689	576.317
2016-08-06	11	4908.9	252.6829	-1036.975
2016-08-06	11	3919.547	-4400	479.6339
2016-08-06	11	4701.792	-4400	812.6091
2016-08-06	11	3059.705	-4400	421.0385
2016-08-06	11	-1955.746	-4400	3178.84
2016-08-06	11	393.5352	-4400	470.2045
2016-08-06	11	2439.367	-4400	421.0385
2016-08-06	11	3836.366	3433.827	-2818.396
2016-08-06	11	4587.19	2283.872	-2019.863
2016-08-06	11	4770.963	1593.792	-1654.234
2016-08-06	11	1163.196	-328.3635	-1419.409
2016-08-06	11	2261.552	4552.823	-3396
2016-08-06	11	-300.5276	-328.3635	-1419.409
2016-08-06	11	1382.758	4552.823	-3396
2016-08-06	11	2744.645	4631.155	-3396
2016-08-06	11	1830.16	-64.79084	3124.434
2016-08-06	11	-1978.827	-2416.486	1545.493
2016-08-06	11	123.0328	-3570.001	87.47621
2016-08-06	11	-1957.072	-2192.675	1333.109
2016-08-06	11	-1975.288	-2352.922	1488.218
2016-08-06	11	-323.8828	-394.6045	-1389.467
2016-08-06	11	-326.098	-365.1609	-1402.776
2016-08-06	11	-307.3623	-501.9868	-1340.929
2016-08-06	11	-321.7967	-352.1121	-1408.674
2016-08-06	11	-3212.237	4922.82	-1304.738
2016-08-06	11	-2136.538	-1729.41	1270.618
2016-08-06	11	-2426.808	-394.6045	713.4585
2016-08-06	11	226.9902	4815.943	-3396
2016-08-06	12	4760.115	-4400	1053.183
2016-08-06	12	4319.602	-4400	1878.737
2016-08-06	12	4774.545	-4303.423	1000.822
2016-08-06	12	4832.488	-3407.785	657.4409
2016-08-06	12	-4484.725	1513.814	4391
2016-08-06	12	-2516.301	-110.659	691.4246
2016-08-06	12	-4488.354	1525.435	4391
2016-08-06	12	-3639.895	4254.697	84.21963
2016-08-06	12	2126.552	4252.154	-3180.932
2016-08-06	12	3830.193	2190.101	-2085.516
2016-08-06	12	1502.172	4874.538	-3420.2
2016-08-06	12	-3077.215	1574.502	4391
2016-08-06	12	-2999.644	1755.607	4106.396
2016-08-06	12	867.2443	5462.62	-3609
2016-08-06	12	1238.037	5125.55	-3506.485
2016-08-06	12	418.6406	5768.454	-3609
2016-08-06	12	1818.681	-1763.257	4391
2016-08-06	12	4524.95	237.0989	-286.1544
2016-08-06	12	4864.21	562.4223	-963.1714
2016-08-06	12	-2443.576	-359.6224	710.8129
2016-08-06	12	-327.1833	-359.6224	-1405.58
2016-08-06	12	-2448.934	-333.7739	703.1835
2016-08-06	12	-3234.509	5099.614	-1241.143
